Time (ms),Joint 1 (deg),Joint 2 (deg),Joint 3 (deg),Joint 4 (deg),Joint 5 (deg),Joint 6 (deg),Twin 1 (deg),Twin 2 (deg),Twin 3 (deg),Twin 4 (deg),Twin 5 (deg),Twin 6 (deg)
31.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
31.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
31.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
32.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
33.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
34.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
35.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
36.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
37.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
38.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.1,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.2,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.3,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.4,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.5,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.6,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.7,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.8,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
39.9,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
40,0,0,0,0,0,0,0,360,0,-180,1.086677E-05,-1.086676E-05
